8,11,19,25,29,24,14,16,20,17,24,25,0,0,12,29,26,20,29,21,17,14,16,19,25,29,20
7,10,10,13,12,13,10,13,9,8,12,15,0,0,9,20,12,13,18,14,12,7,12,8,13,13,13
6,9,8,15,7,9,7,12,5,10,10,9,0,0,8,17,8,10,20,12,7,5,6,7,9,10,10
9,8,7,11,5,10,6,8,6,6,9,9,0,0,6,18,10,9,47,11,8,7,6,7,11,9,7
7,12,9,14,10,10,8,7,13,11,14,16,0,0,7,15,11,11,27,18,8,11,10,10,12,8,13
12,9,10,12,10,9,10,10,11,11,12,10,0,0,10,16,9,11,19,15,12,9,10,7,10,12,9
24,25,26,25,21,16,25,27,28,29,24,23,0,0,11,24,24,22,31,19,24,25,23,26,29,20,13
40,43,40,42,26,22,37,41,42,38,40,24,0,0,20,35,37,38,51,25,38,31,37,45,45,29,25
53,45,50,60,51,37,49,50,56,52,59,50,0,0,31,39,57,54,86,55,54,52,56,50,51,49,51
49,48,51,57,67,61,47,54,51,42,63,58,0,34,31,51,45,56,100,69,52,50,56,48,56,74,76
50,49,50,56,81,89,50,55,50,47,67,75,0,40,36,74,48,46,89,92,46,49,53,49,51,90,100
62,57,53,59,93,102,58,62,58,43,70,81,0,46,45,87,56,51,114,120,56,60,60,58,56,88,113
66,66,65,67,94,105,56,73,74,50,79,46,0,53,49,105,70,63,141,137,69,68,64,71,68,94,105
69,71,72,80,96,116,68,71,68,68,84,75,0,54,49,102,72,75,154,139,72,69,70,74,75,99,111
61,60,75,70,109,107,62,67,66,62,77,32,0,55,44,129,71,66,136,156,57,68,71,68,62,99,109
61,60,64,68,115,106,53,62,61,56,78,78,0,62,44,136,59,58,150,142,49,61,67,62,61,96,114
57,45,64,56,116,118,58,60,61,55,77,92,0,61,53,130,59,62,152,155,43,64,63,49,61,98,115
53,57,57,62,95,110,61,65,80,65,62,82,0,63,57,119,61,73,154,149,45,68,51,59,55,74,103
69,64,25,89,84,93,70,76,69,42,66,68,0,54,57,108,70,76,131,148,50,74,68,67,72,78,86
78,53,53,68,56,68,79,72,61,49,73,63,0,42,60,100,68,85,138,145,54,74,68,77,76,67,56
52,43,52,74,72,71,57,59,52,61,58,50,0,44,54,86,67,69,133,102,44,56,49,53,56,69,43
59,39,36,67,16,58,55,58,54,58,51,0,0,44,49,68,58,63,72,68,37,44,48,50,63,56,34
25,44,30,59,33,50,48,56,43,54,41,0,0,36,38,61,39,60,51,57,34,52,49,54,56,53,31
7,34,40,43,40,29,34,39,32,39,35,0,0,24,26,52,24,52,39,39,23,33,36,37,41,41,21
